,Day,DoWeek,hour,count,passed,period,data,ServiceID,datetime
333048,2023-07-24,0,8,3494,3494,63.0,604.7206639954208,7,2023-07-24 08:00:00
333049,2023-07-24,0,8,2,2,62.0,350.5,8,2023-07-24 08:00:00
333050,2023-07-24,0,8,1,1,63.0,2197.0,0,2023-07-24 08:00:00
333051,2023-07-24,0,8,17,17,0.0,378250.4117647059,10,2023-07-24 08:00:00
333052,2023-07-24,0,8,6638,6638,64.0,641.466254896053,2,2023-07-24 08:00:00
333053,2023-07-24,0,8,1,1,61.0,48462.0,4,2023-07-24 08:00:00
333054,2023-07-24,0,8,8764,8764,63.0,946.0432450935646,11,2023-07-24 08:00:00
333055,2023-07-24,0,8,82,82,62.0,531.0243902439024,1,2023-07-24 08:00:00
333056,2023-07-24,0,8,71,71,62.0,5117.521126760564,5,2023-07-24 08:00:00
333057,2023-07-24,0,8,3410,3410,63.0,604.3131964809385,7,2023-07-24 08:00:00
333058,2023-07-24,0,8,1,1,63.0,173.0,3,2023-07-24 08:00:00
333060,2023-07-24,0,8,13,13,0.0,378250.07692307694,10,2023-07-24 08:00:00
333061,2023-07-24,0,9,10985,10985,63.95575785161584,645.3578516158398,2,2023-07-24 09:00:00
333062,2023-07-24,0,9,2,2,61.0,64222.5,4,2023-07-24 09:00:00
333063,2023-07-24,0,9,15371,15371,63.0,941.8180339600548,11,2023-07-24 09:00:00
333064,2023-07-24,0,9,127,127,62.0,558.4724409448819,1,2023-07-24 09:00:00
333065,2023-07-24,0,9,91,91,62.0,1118.1208791208792,5,2023-07-24 09:00:00
333066,2023-07-24,0,9,5404,5404,63.0,605.2727609178386,7,2023-07-24 09:00:00
333068,2023-07-24,0,9,3,3,63.0,1698.3333333333333,0,2023-07-24 09:00:00
333069,2023-07-24,0,9,21,21,0.0,378250.2380952381,10,2023-07-24 09:00:00
333070,2023-07-24,0,9,5766,5766,63.96357960457856,632.3480749219563,2,2023-07-24 09:00:00
333071,2023-07-24,0,9,7468,7468,63.0,929.6871987145151,11,2023-07-24 09:00:00
333072,2023-07-24,0,9,62,62,62.0,536.5967741935484,1,2023-07-24 09:00:00
333073,2023-07-24,0,9,64,64,62.0,1120.234375,5,2023-07-24 09:00:00
333074,2023-07-24,0,9,3012,3012,63.0,603.1683266932271,7,2023-07-24 09:00:00
333076,2023-07-24,0,9,1,1,63.0,945.0,0,2023-07-24 09:00:00
333077,2023-07-24,0,9,9,9,0.0,378250.2222222223,10,2023-07-24 09:00:00
333078,2023-07-24,0,10,12466,12466,63.9578854484197,656.8547248515963,2,2023-07-24 10:00:00
333079,2023-07-24,0,10,3,3,61.0,37093.66666666666,4,2023-07-24 10:00:00
333080,2023-07-24,0,10,15635,15635,63.0,960.1392388871122,11,2023-07-24 10:00:00
333081,2023-07-24,0,10,121,121,62.0,489.92561983471074,1,2023-07-24 10:00:00
333082,2023-07-24,0,10,135,135,62.0,1090.5185185185185,5,2023-07-24 10:00:00
333083,2023-07-24,0,10,6216,6216,63.0,603.1002252252252,7,2023-07-24 10:00:00
333084,2023-07-24,0,10,1,1,62.0,383.0,8,2023-07-24 10:00:00
333085,2023-07-24,0,10,1,1,63.0,2378.0,0,2023-07-24 10:00:00
333086,2023-07-24,0,10,20,20,0.0,378249.9,10,2023-07-24 10:00:00
333087,2023-07-24,0,10,6738,6738,63.97417631344613,645.8747402790145,2,2023-07-24 10:00:00
333088,2023-07-24,0,10,1,1,61.0,21983.0,4,2023-07-24 10:00:00
333089,2023-07-24,0,10,8372,8372,63.0,985.0795508838988,11,2023-07-24 10:00:00
333090,2023-07-24,0,10,331,331,62.0,340.9637462235649,1,2023-07-24 10:00:00
333091,2023-07-24,0,10,71,71,62.0,874.4225352112676,5,2023-07-24 10:00:00
333092,2023-07-24,0,10,3677,3677,63.0,602.276856132717,7,2023-07-24 10:00:00
333093,2023-07-24,0,10,1,1,62.0,318.0,8,2023-07-24 10:00:00
333094,2023-07-24,0,10,10,10,0.0,378250.1,10,2023-07-24 10:00:00
333095,2023-07-24,0,11,11098,11098,63.94809875653271,634.1688592539197,2,2023-07-24 11:00:00
333096,2023-07-24,0,11,3,3,61.0,39015.0,4,2023-07-24 11:00:00
333098,2023-07-24,0,11,14185,14185,63.0,957.0236869933028,11,2023-07-24 11:00:00
333099,2023-07-24,0,11,41,41,62.0,591.8536585365854,1,2023-07-24 11:00:00
333100,2023-07-24,0,11,180,180,62.0,2711.2166666666667,5,2023-07-24 11:00:00
333101,2023-07-24,0,11,6234,6234,63.0,602.0259865255053,7,2023-07-24 11:00:00
333102,2023-07-24,0,11,1,1,62.0,318.0,8,2023-07-24 11:00:00
333103,2023-07-24,0,11,2,2,63.0,1534.5,0,2023-07-24 11:00:00
333104,2023-07-24,0,11,19,19,0.0,378249.8947368421,10,2023-07-24 11:00:00
333105,2023-07-24,0,11,6418,6418,63.97522592708009,641.6752882517918,2,2023-07-24 11:00:00
333106,2023-07-24,0,11,7997,7997,63.0,918.4630486432412,11,2023-07-24 11:00:00
333108,2023-07-24,0,11,66,66,62.0,1165.6515151515152,5,2023-07-24 11:00:00
333109,2023-07-24,0,11,3469,3469,63.0,600.473623522629,7,2023-07-24 11:00:00
333110,2023-07-24,0,11,1,1,63.0,945.0,0,2023-07-24 11:00:00
333111,2023-07-24,0,11,11,11,0.0,378249.8181818182,10,2023-07-24 11:00:00
333112,2023-07-24,0,12,11615,11615,63.94498493327593,644.8622470942746,2,2023-07-24 12:00:00
333113,2023-07-24,0,12,14649,14649,63.0,921.0955696634584,11,2023-07-24 12:00:00
333114,2023-07-24,0,12,5,5,62.0,558.8,1,2023-07-24 12:00:00
333115,2023-07-24,0,12,198,198,62.0,2518.813131313131,5,2023-07-24 12:00:00
333116,2023-07-24,0,12,6535,6535,63.0,600.16480489671,7,2023-07-24 12:00:00
333117,2023-07-24,0,12,1,0,60.0,1468.0,3,2023-07-24 12:00:00
333118,2023-07-24,0,12,5,5,63.0,1444.4,0,2023-07-24 12:00:00
333119,2023-07-24,0,12,24,24,0.0,378250.0833333333,10,2023-07-24 12:00:00
333120,2023-07-24,0,12,2901,2901,63.96380558428128,625.8886590830748,2,2023-07-24 12:00:00
333121,2023-07-24,0,12,3876,3876,63.0,915.7889576883384,11,2023-07-24 12:00:00
333122,2023-07-24,0,12,1,1,62.0,301.0,1,2023-07-24 12:00:00
333123,2023-07-24,0,12,19,19,62.0,15843.947368421052,5,2023-07-24 12:00:00
333124,2023-07-24,0,12,1607,1607,63.0,600.1313005600498,7,2023-07-24 12:00:00
333125,2023-07-24,0,12,6,6,0.0,378249.6666666667,10,2023-07-24 12:00:00
